-0.7453053999999999,0.6668522,10.7088618,1569088810.8830357
-1.0198916,0.6668522,10.7088618,1569088810.8885853
-1.0198916,0.3530394,10.591182,1569088810.8939965
-0.7453053999999999,0.3530394,10.591182,1569088810.8993735
-0.784532,0.3138128,10.9049948,1569088810.904739
-0.784532,0.3138128,10.9049948,1569088810.9101975
-0.784532,0.3530394,10.6696352,1569088810.9155643
-0.784532,0.3530394,10.6696352,1569088810.9209187
-0.7060788,0.2353596,10.591182,1569088810.9262693
-0.7060788,0.2353596,10.8265416,1569088810.9316351
-0.7060788,0.2745862,10.8265416,1569088810.9369912
-0.7060788,0.2745862,10.6304086,1569088810.9423518
-0.7453053999999999,0.3138128,10.6304086,1569088810.9477148
-0.7453053999999999,0.3138128,10.787315,1569088810.9531794
-0.6276256,0.2353596,10.787315,1569088810.9585557
-0.6276256,0.2353596,10.787315,1569088810.9639177
-0.7453053999999999,0.3138128,10.787315,1569088810.9692743
-0.7453053999999999,0.2745862,10.6696352,1569088810.974689
-0.7060788,0.2745862,10.6696352,1569088810.9801557
-0.7060788,0.2745862,10.591182,1569088810.9855251
-0.6668522,0.2745862,10.591182,1569088810.990884
-0.6668522,0.196133,10.7088618,1569088810.996238
-0.7060788,0.196133,10.7088618,1569088811.001594
-0.7060788,0.3138128,10.5519554,1569088811.006948
-0.7060788,0.3138128,10.5519554,1569088811.0123162
-0.7060788,0.2745862,10.7088618,1569088811.0176723
-0.7060788,0.2745862,10.7088618,1569088811.023112
-0.7453053999999999,0.3530394,10.6304086,1569088811.0284755
-0.7453053999999999,0.3530394,10.7480884,1569088811.0338404
-0.7453053999999999,0.2353596,10.7480884,1569088811.0392013
-0.7453053999999999,0.2353596,10.787315,1569088811.044526
-0.784532,0.2353596,10.787315,1569088811.0498798
-0.784532,0.2353596,10.591182,1569088811.0552495
-0.6668522,0.2353596,10.591182,1569088811.0605998
-0.6668522,0.2353596,10.6696352,1569088811.065953
-0.7453053999999999,0.2353596,10.6696352,1569088811.0713763
-0.7453053999999999,0.3530394,10.6304086,1569088811.076765
-0.7060788,0.3530394,10.6304086,1569088811.0821428
-0.7060788,0.3138128,10.6696352,1569088811.0875
-0.784532,0.3138128,10.6696352,1569088811.0928495
-0.784532,0.3138128,10.7088618,1569088811.0982003
-0.7453053999999999,0.3138128,10.7088618,1569088811.1040616
-0.7060788,0.3530394,10.6304086,1569088811.109483
-0.7060788,0.3530394,10.6304086,1569088811.1148565
-0.7453053999999999,0.3138128,10.7088618,1569088811.1202247
-0.7453053999999999,0.3138128,9.5320638,1569088811.1255836
-0.7060788,0.3138128,9.5320638,1569088811.1309407
-0.7060788,0.3138128,11.061901200000001,1569088811.1362996
-0.8629851999999999,0.196133,11.061901200000001,1569088811.1416583
-0.8629851999999999,0.196133,10.8265416,1569088811.147024
-0.7060788,0.3530394,10.8265416,1569088811.1523728
-0.7060788,0.3530394,11.0226746,1569088811.1576974
-0.7060788,0.3530394,11.0226746,1569088811.1633017
-0.7060788,0.3530394,10.5127288,1569088811.1686718
-0.784532,0.3530394,10.5127288,1569088811.1740205
-0.784532,0.1569064,11.1011278,1569088811.1794252
-0.784532,0.1569064,11.1011278,1569088811.1847782
-0.784532,0.196133,10.4735022,1569088811.1902068
-0.6668522,0.196133,10.4735022,1569088811.19556
-0.7060788,0.3138128,10.5127288,1569088811.2009168
-0.7060788,0.3138128,10.5127288,1569088811.2062824
-0.7453053999999999,0.3138128,10.7088618,1569088811.2116451
-0.7453053999999999,0.3138128,10.7088618,1569088811.2170095
-0.7060788,0.2353596,10.7480884,1569088811.2223673
-0.7060788,0.2353596,10.6696352,1569088811.2277207
-0.7453053999999999,0.196133,10.6696352,1569088811.2331588
-0.7453053999999999,0.196133,10.7088618,1569088811.2385192
-0.7060788,0.2745862,10.7088618,1569088811.2438772
-0.7060788,0.2745862,10.6696352,1569088811.2492304
-0.7453053999999999,0.3138128,10.6696352,1569088811.2545905
-0.7453053999999999,0.3138128,10.8265416,1569088811.2599554
-0.7453053999999999,0.196133,10.8265416,1569088811.265312
-0.7453053999999999,0.3138128,10.7088618,1569088811.2706683
-0.784532,0.3138128,10.7088618,1569088811.2760715
-0.784532,0.3138128,10.7088618,1569088811.2814376
-0.7453053999999999,0.3138128,10.7088618,1569088811.2867932
-0.7453053999999999,0.2353596,10.7088618,1569088811.2921302
-0.6668522,0.2353596,10.7088618,1569088811.2974577
-0.6668522,0.2353596,10.7088618,1569088811.3028162
-0.6668522,0.2353596,10.7088618,1569088811.3081734
-0.6668522,0.2745862,10.7088618,1569088811.3136053
-0.6668522,0.2745862,10.7088618,1569088811.3189645
-0.7060788,0.2353596,10.6696352,1569088811.3243148
-0.7060788,0.2353596,10.6696352,1569088811.32967
-0.7453053999999999,0.2745862,10.6696352,1569088811.3350246
-0.7453053999999999,0.2745862,10.6696352,1569088811.3404155
-0.7453053999999999,0.2745862,10.6696352,1569088811.3457801
-0.7453053999999999,0.2745862,10.7088618,1569088811.3511443
-0.784532,0.196133,10.7088618,1569088811.356503
-0.784532,0.196133,10.7480884,1569088811.361939
-0.7453053999999999,0.2353596,10.7480884,1569088811.3673146
-0.7453053999999999,0.2745862,10.7088618,1569088811.3726795
-0.7453053999999999,0.2745862,10.7088618,1569088811.3780901
-0.7453053999999999,0.2745862,10.7088618,1569088811.3834612
-0.7453053999999999,0.2745862,10.7088618,1569088811.3888254
-0.7453053999999999,0.3530394,10.6304086,1569088811.3941884
-0.784532,0.3530394,10.6304086,1569088811.399627
-0.784532,0.196133,10.8265416,1569088811.40498
-0.784532,0.196133,10.8265416,1569088811.4103487
-0.784532,0.3138128,10.7480884,1569088811.4157043
-0.784532,0.3138128,10.7480884,1569088811.4210594
-0.7453053999999999,0.196133,10.6696352,1569088811.4264135
-0.7453053999999999,0.196133,10.7088618,1569088811.4318461
-0.8237586,0.2353596,10.7088618,1569088811.4372065
-0.8237586,0.2353596,10.6304086,1569088811.4425595
-0.6668522,0.2353596,10.6304086,1569088811.4479148
-0.6668522,0.2353596,10.787315,1569088811.453272
-0.7060788,0.2745862,10.787315,1569088811.4586325
-0.7060788,0.2745862,10.7088618,1569088811.4639819
