-0.7453053999999999,-0.7453053999999999,-0.7453053999999999,0.0,1569088810.8830357
-1.0198916,-0.8825985,-0.8825985,0.0,1569088810.8885853
-1.0198916,-0.9283628666666667,-0.9283628666666667,0.0,1569088810.8939965
-0.7453053999999999,-0.8825985,-0.8825985,0.0,1569088810.8993735
-0.784532,-0.8629852,-0.8629852,0.0,1569088810.904739
-0.784532,-0.8499096666666667,-0.8499096666666667,0.0,1569088810.9101975
-0.784532,-0.8405700000000002,-0.8405700000000002,0.0,1569088810.9155643
-0.784532,-0.8335652500000001,-0.8335652500000001,0.0,1569088810.9209187
-0.7060788,-0.819400088888889,-0.819400088888889,0.0,1569088810.9262693
-0.7060788,-0.8080679600000001,-0.8080679600000001,0.0,1569088810.9316351
-0.7060788,-0.7987962181818183,-0.7987962181818183,0.0,1569088810.9369912
-0.7060788,-0.7952301636363637,-0.7910697666666668,-0.0041603969696968335,1569088810.9423518
-0.7453053999999999,-0.7702677818181819,-0.7875494307692309,0.017281648951049,1569088810.9477148
-0.7453053999999999,-0.7453053999999999,-0.7845320000000001,0.03922660000000022,1569088810.9531794
-0.6276256,-0.7346072363636363,-0.7740715733333334,0.03946433696969709,1569088810.9585557
-0.6276256,-0.7203430181818181,-0.7649187000000001,0.044575681818181945,1569088810.9639177
-0.7453053999999999,-0.7167769636363637,-0.7637649764705883,0.0469880128342246,1569088810.9692743
-0.7453053999999999,-0.713210909090909,-0.7627394444444444,0.04952853535353541,1569088810.974689
-0.7060788,-0.7060787999999999,-0.7597573052631579,0.05367850526315798,1569088810.9801557
-0.7060788,-0.7060787999999999,-0.75707338,0.05099458000000012,1569088810.9855251
-0.6668522,-0.7025127454545453,-0.7527771333333333,0.05026438787878795,1569088810.990884
-0.6668522,-0.698946690909091,-0.7488714545454546,0.049924763636363556,1569088810.996238
-0.7060788,-0.698946690909091,-0.7470109043478261,0.048064213438735126,1569088811.001594
-0.7060788,-0.6953806363636365,-0.7453054,0.049924763636363556,1569088811.006948
-0.7060788,-0.6918145818181819,-0.743736336,0.0519217541818181,1569088811.0123162
-0.7060788,-0.698946690909091,-0.7422879692307693,0.043341278321678334,1569088811.0176723
-0.7060788,-0.7060788000000001,-0.7409468888888889,0.034868088888888815,1569088811.023112
-0.7453053999999999,-0.7060788000000001,-0.74110255,0.03502374999999991,1569088811.0284755
-0.7453053999999999,-0.7060788000000001,-0.741247475862069,0.03516867586206884,1569088811.0338404
-0.7453053999999999,-0.7096448545454546,-0.74138274,0.03173788545454548,1569088811.0392013
-0.7453053999999999,-0.713210909090909,-0.7415092774193548,0.02829836832844579,1569088811.044526
-0.784532,-0.7239090727272726,-0.7428537374999999,0.018944664772727382,1569088811.0498798
-0.784532,-0.7346072363636363,-0.744116715151515,0.009509478787878667,1569088811.0552495
-0.6668522,-0.7310411818181817,-0.7418442294117646,0.01080304759358297,1569088811.0605998
-0.6668522,-0.7274751272727272,-0.7397016,0.01222647272727273,1569088811.065953
-0.7453053999999999,-0.7310411818181819,-0.739857261111111,0.008816079292929158,1569088811.0713763
-0.7453053999999999,-0.7346072363636363,-0.740004508108108,0.005397271744471688,1569088811.076765
-0.7060788,-0.7346072363636363,-0.7391117263157895,0.0045044899521531345,1569088811.0821428
-0.7060788,-0.7310411818181817,-0.7382647282051281,0.0072235463869464445,1569088811.0875
-0.784532,-0.7346072363636363,-0.73942141,0.004814173636363606,1569088811.0928495
-0.784532,-0.738173290909091,-0.7405216682926828,0.0023483773835918376,1569088811.0982003
-0.7453053999999999,-0.738173290909091,-0.7406355666666665,0.002462275757575516,1569088811.1040616
-0.7060788,-0.7310411818181819,-0.7398319209302324,0.008790739112050527,1569088811.109483
-0.7060788,-0.7239090727272728,-0.7390648045454544,0.01515573181818164,1569088811.1148565
-0.7453053999999999,-0.7310411818181819,-0.7392034844444443,0.008162302626262385,1569088811.1202247
-0.7453053999999999,-0.7381732909090908,-0.7393361347826086,0.0011628438735178381,1569088811.1255836
-0.7060788,-0.7346072363636363,-0.7386285319148935,0.004021295551257187,1569088811.1309407
-0.7060788,-0.7310411818181819,-0.7379504124999999,0.006909230681818035,1569088811.1362996
-0.8629851999999999,-0.7453054000000001,-0.7405021428571427,-0.004803257142857453,1569088811.1416583
-0.8629851999999999,-0.7595696181818181,-0.7429518039999998,-0.01661781418181829,1569088811.147024
